ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""3516.537""","=""4.0e+05""","=""9.e-04""",D,"=""11.594098""","=""15.119846""","=""3d5.(a 2G).4s""","=""1G""","=""4""","=""3d5.(4G).4p""","=""3G*""","=""5""",9,11,,"=""T6105""","=""L1171""",
"=""3530.090""","=""5.3e-01""","=""""",D+,"=""2.709933""","=""6.222143""","=""3d6""","=""a 3F""","=""2""","=""3d6""","=""b 3F""","=""2""",5,5,E2,"=""u45""","=""""",
"=""3587.125""","=""1.0e-01""","=""""",D+,"=""2.690431""","=""6.146798""","=""3d6""","=""a 3F""","=""3""","=""3d6""","=""b 3P""","=""1""",7,3,E2,"=""u45""","=""""",
"=""3604.913""","=""3.2e+06""","=""6.e-03""",D,"=""11.211120""","=""14.650432""","=""3d5.(4F).4s""","=""3F""","=""2""","=""3d5.(4G).4p""","=""3F*""","=""2""",5,5,,"=""T6105""","=""L1171""",
"=""3664.010""","=""1.4e-01""","=""""",D+,"=""2.709933""","=""6.093771""","=""3d6""","=""a 3F""","=""2""","=""3d6""","=""b 3P""","=""0""",5,1,E2,"=""u45""","=""""",
"=""3691.610""","=""7.e+05""","=""1.1e-03""",D,"=""14.623957""","=""17.982497""","=""3d5.(b 2G).4s""","=""1G""","=""4""","=""3d5.(a 2G).4p""","=""1F*""","=""3""",9,7,,"=""T6105""","=""L1171""",
"=""3722.271""","=""1.7e+00""","=""""",C,"=""3.763649""","=""7.094525""","=""3d6""","=""1I""","=""6""","=""3d6""","=""b 1G""","=""4""",13,9,E2,"=""u45""","=""""",
"=""3788.072""","=""8.e+05""","=""1.3e-03""",D,"=""14.177867""","=""17.450883""","=""3d5.(b 2G).4s""","=""3G""","=""3""","=""3d5.(a 2G).4p""","=""3F*""","=""2""",7,5,,"=""T6105""","=""L1171""",
"=""3797.227""","=""1.5e-01""","=""""",D+,"=""3.829400""","=""7.094525""","=""3d6""","=""a 1G""","=""4""","=""3d6""","=""b 1G""","=""4""",9,9,E2,"=""u45""","=""""",
"=""3888.365""","=""7.6e-01""","=""""",C,"=""3.044858""","=""6.233453""","=""3d6""","=""3G""","=""5""","=""3d6""","=""b 3F""","=""4""",11,9,M1+E2,"=""u45""","=""""",
"=""3944.154""","=""5.8e-01""","=""""",C,"=""3.092305""","=""6.235798""","=""3d6""","=""3G""","=""4""","=""3d6""","=""b 3F""","=""3""",9,7,E2,"=""u45""","=""""",
"=""3948.175""","=""5.e+05""","=""1.3e-03""",D,"=""14.177867""","=""17.318159""","=""3d5.(b 2G).4s""","=""3G""","=""3""","=""3d5.(4F).4p""","=""3G*""","=""3""",7,7,,"=""T6105""","=""L1171""",
"=""3954.922""","=""4.4e+05""","=""1.0e-03""",D,"=""14.176385""","=""17.311320""","=""3d5.(b 2G).4s""","=""3G""","=""4""","=""3d5.(4F).4p""","=""3G*""","=""4""",9,9,,"=""T6105""","=""L1171""",
"=""3955.44""","=""1.87e+08""","=""5.64e-01""",B,"=""20.870239""","=""24.004762""","=""3d5.(6S).5p""","=""5P*""","=""3""","=""3d5.(6S).5d""","=""5D""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""3955.474""","=""5.9e+07""","=""1.0e-01""",C+,"=""24.941475""","=""28.075971""","=""3d5.(4P).5p""","=""5D*""","=""3""","=""3d5.(4P).6s""","=""5P""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""3955.494""","=""6.2e+07""","=""1.45e-01""",C+,"=""20.870239""","=""24.004720""","=""3d5.(6S).5p""","=""5P*""","=""3""","=""3d5.(6S).5d""","=""5D""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""3956.275""","=""1.2e+07""","=""2.1e-02""",D+,"=""20.870239""","=""24.004101""","=""3d5.(6S).5p""","=""5P*""","=""3""","=""3d5.(6S).5d""","=""5D""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""3969.834""","=""1.23e+08""","=""4.07e-01""",B,"=""20.881561""","=""24.004720""","=""3d5.(6S).5p""","=""5P*""","=""2""","=""3d5.(6S).5d""","=""5D""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""3970.621""","=""1.07e+08""","=""2.54e-01""",B,"=""20.881561""","=""24.004101""","=""3d5.(6S).5p""","=""5P*""","=""2""","=""3d5.(6S).5d""","=""5D""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""3971.630""","=""4.6e+07""","=""6.5e-02""",D+,"=""20.881561""","=""24.003307""","=""3d5.(6S).5p""","=""5P*""","=""2""","=""3d5.(6S).5d""","=""5D""","=""1""",5,3,,"=""u44""","=""L1171""",
"=""3972.253""","=""1.37e+08""","=""2.52e-01""",B,"=""24.946541""","=""28.067797""","=""3d5.(4P).5p""","=""5D*""","=""4""","=""3d5.(4P).6s""","=""5P""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""3975.500""","=""6.3e+07""","=""1.49e-01""",C+,"=""24.957264""","=""28.075971""","=""3d5.(4P).5p""","=""5S*""","=""2""","=""3d5.(4P).6s""","=""5P""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""3975.672""","=""1.9e-01""","=""""",C+,"=""3.117226""","=""6.235798""","=""3d6""","=""3G""","=""3""","=""3d6""","=""b 3F""","=""3""",7,7,M1+E2,"=""u45""","=""""",
"=""3979.528""","=""6.4e+07""","=""2.6e-01""",C+,"=""20.888550""","=""24.004101""","=""3d5.(6S).5p""","=""5P*""","=""1""","=""3d5.(6S).5d""","=""5D""","=""2""",3,5,,"=""u44""","=""L1171""",
"=""3980.542""","=""1.38e+08""","=""3.3e-01""",C+,"=""20.888550""","=""24.003307""","=""3d5.(6S).5p""","=""5P*""","=""1""","=""3d5.(6S).5d""","=""5D""","=""1""",3,3,,"=""u44""","=""L1171""",
"=""3981.220""","=""1.8e+08""","=""1.5e-01""",C,"=""20.888550""","=""24.002777""","=""3d5.(6S).5p""","=""5P*""","=""1""","=""3d5.(6S).5d""","=""5D""","=""0""",3,1,,"=""u44""","=""L1171""",
"=""3985.355""","=""2.8e+06""","=""8.e-03""",D,"=""23.427522""","=""26.538518""","=""3d5.(4D).4d""","=""3G""","=""3""","=""3d5.(2I).5p""","=""3H*""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""3985.947""","=""1.8e+07""","=""6.0e-02""",D+,"=""24.957264""","=""28.067797""","=""3d5.(4P).5p""","=""5S*""","=""2""","=""3d5.(4P).6s""","=""5P""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""3993.156""","=""6.9e-01""","=""""",D+,"=""3.117226""","=""6.222143""","=""3d6""","=""3G""","=""3""","=""3d6""","=""b 3F""","=""2""",7,5,M1+E2,"=""u45""","=""""",
"=""4000.907""","=""1.57e+08""","=""3.76e-01""",B,"=""24.590246""","=""27.689148""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).6s""","=""5G""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""4001.018""","=""1.23e+08""","=""2.96e-01""",B,"=""24.590675""","=""27.689491""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).6s""","=""5G""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""4001.899""","=""1.28e+08""","=""3.08e-01""",B,"=""24.590873""","=""27.689008""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).6s""","=""5G""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""4004.358""","=""1.41e+08""","=""3.39e-01""",B,"=""24.590630""","=""27.686862""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).6s""","=""5G""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""4004.673""","=""2.1e+07""","=""6.3e-02""",C,"=""24.590873""","=""27.686862""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).6s""","=""5G""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""4006.145""","=""3.2e+05""","=""8.e-04""",D,"=""11.578732""","=""14.673582""","=""3d5.(b 2F).4s""","=""3F""","=""4""","=""3d5.(4G).4p""","=""3F*""","=""4""",9,9,,"=""T6105""","=""L1171""",
"=""4008.042""","=""3.3e+06""","=""9.e-03""",D+,"=""23.436083""","=""26.529469""","=""3d5.(4D).4d""","=""3G""","=""5""","=""3d5.(2I).5p""","=""3H*""","=""6""",11,13,,"=""u44""","=""L1171""",
"=""4009.443""","=""7.4e-03""","=""""",D+,"=""0.000000""","=""3.092305""","=""3d6""","=""5D""","=""4""","=""3d6""","=""3G""","=""4""",9,9,M1+E2,"=""u45""","=""""",
"=""4009.884""","=""1.64e+08""","=""3.96e-01""",B,"=""24.590272""","=""27.682237""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).6s""","=""5G""","=""6""",13,13,,"=""u44""","=""L1171""",
"=""4026.136""","=""5.e+05""","=""1.1e-03""",D,"=""11.594098""","=""14.673582""","=""3d5.(a 2G).4s""","=""1G""","=""4""","=""3d5.(4G).4p""","=""3F*""","=""4""",9,9,,"=""T6105""","=""L1171""",
"=""4036.563""","=""7.45e+07""","=""2.55e-01""",B,"=""20.59933""","=""23.67086""","=""3d5.(6S).5p""","=""7P*""","=""2""","=""3d5.(6S).6s""","=""7S""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""4047.611""","=""3.1e-03""","=""""",D+,"=""0.054081""","=""3.117226""","=""3d6""","=""5D""","=""3""","=""3d6""","=""3G""","=""3""",7,7,M1+E2,"=""u45""","=""""",
"=""4053.657""","=""1.11e+08""","=""1.96e-01""",B,"=""24.630572""","=""27.689148""","=""3d5.(4G).5p""","=""5H*""","=""3""","=""3d5.(4G).6s""","=""5G""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""4054.257""","=""1.02e+08""","=""2.52e-01""",B,"=""20.61274""","=""23.67086""","=""3d5.(6S).5p""","=""7P*""","=""3""","=""3d5.(6S).6s""","=""7S""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""4061.156""","=""5.2e+07""","=""1.3e-01""",C,"=""25.405265""","=""28.458193""","=""3d5.(4D).5p""","=""5F*""","=""1""","=""3d5.(4D).6s""","=""5D""","=""1""",3,3,,"=""u44""","=""L1171""",
"=""4062.877""","=""1.04e+08""","=""1.99e-01""",B,"=""24.637856""","=""27.689491""","=""3d5.(4G).5p""","=""5H*""","=""4""","=""3d5.(4G).6s""","=""5G""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""4067.117""","=""8.6e+07""","=""1.28e-01""",C+,"=""25.409739""","=""28.458193""","=""3d5.(4D).5p""","=""5F*""","=""2""","=""3d5.(4D).6s""","=""5D""","=""1""",5,3,,"=""u44""","=""L1171""",
"=""4070.355""","=""8.1e+07""","=""1.43e-01""",C+,"=""25.417083""","=""28.463112""","=""3d5.(4D).5p""","=""5F*""","=""3""","=""3d5.(4D).6s""","=""5D""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""4080.450""","=""1.5e+07""","=""3.7e-02""",D+,"=""25.417083""","=""28.455576""","=""3d5.(4D).5p""","=""5F*""","=""3""","=""3d5.(4D).6s""","=""5D""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""4080.811""","=""2.1e-03""","=""""",D+,"=""0.054081""","=""3.092305""","=""3d6""","=""5D""","=""3""","=""3d6""","=""3G""","=""4""",7,9,M1+E2,"=""u45""","=""""",
"=""4082.163""","=""1.30e+08""","=""2.53e-01""",B,"=""20.63364""","=""23.67086""","=""3d5.(6S).5p""","=""7P*""","=""4""","=""3d5.(6S).6s""","=""7S""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""4082.659""","=""7.87e+07""","=""2.40e-01""",B,"=""24.590873""","=""27.627723""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5I""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""4083.166""","=""3.66e+07""","=""1.06e-01""",B,"=""24.590272""","=""27.626744""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5I""","=""7""",13,15,,"=""u44""","=""L1171""",
"=""4083.629""","=""8.70e+07""","=""1.84e-01""",B,"=""24.650734""","=""27.686862""","=""3d5.(4G).5p""","=""5H*""","=""6""","=""3d5.(4G).6s""","=""5G""","=""5""",13,11,,"=""u44""","=""L1171""",
"=""4083.911""","=""9.28e+07""","=""2.98e-01""",B,"=""24.590675""","=""27.626593""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5I""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""4091.096""","=""1.38e+08""","=""2.07e-01""",C+,"=""24.590246""","=""27.620833""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).5d""","=""5F""","=""1""",5,3,,"=""u44""","=""L1171""",
"=""4091.551""","=""4.5e+06""","=""1.1e-02""",D,"=""24.590246""","=""27.620495""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).5d""","=""5F""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""4092.130""","=""1.07e+08""","=""1.91e-01""",B,"=""24.590675""","=""27.620495""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5F""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""4093.454""","=""4.9e+07""","=""1.01e-01""",C+,"=""24.590630""","=""27.619471""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5G""","=""4""",11,9,,"=""u44""","=""L1171""",
"=""4093.514""","=""6.1e+06""","=""2.0e-02""",D+,"=""24.590675""","=""27.619471""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5G""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""4093.782""","=""4.7e+07""","=""1.17e-01""",C+,"=""24.590873""","=""27.619471""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5G""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""4094.213""","=""1.22e+08""","=""3.06e-01""",B,"=""24.590246""","=""27.618525""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).5d""","=""5G""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""4094.384""","=""7.69e+07""","=""1.67e-01""",B,"=""24.654084""","=""27.682237""","=""3d5.(4G).5p""","=""5H*""","=""7""","=""3d5.(4G).6s""","=""5G""","=""6""",15,13,,"=""u44""","=""L1171""",
"=""4094.793""","=""5.5e+07""","=""9.8e-02""",C+,"=""24.590675""","=""27.618525""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5G""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""4095.492""","=""7.01e+07""","=""1.37e-01""",B,"=""25.428243""","=""28.455576""","=""3d5.(4D).5p""","=""5F*""","=""4""","=""3d5.(4D).6s""","=""5D""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""4096.153""","=""3.2e+06""","=""8.e-03""",D,"=""24.590675""","=""27.617520""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5F""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""4096.422""","=""1.06e+08""","=""2.07e-01""",B,"=""24.590873""","=""27.617520""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5F""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""4096.527""","=""1.05e+08""","=""2.23e-01""",B,"=""24.590272""","=""27.616840""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5G""","=""5""",13,11,,"=""u44""","=""L1171""",
"=""4097.012""","=""3.0e+07""","=""7.6e-02""",C+,"=""24.590630""","=""27.616840""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5G""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""4097.341""","=""4.7e+06""","=""1.4e-02""",D+,"=""24.590873""","=""27.616840""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5G""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""4097.712""","=""9.03e+07""","=""1.92e-01""",B,"=""24.751594""","=""27.777287""","=""3d5.(4G).5p""","=""3H*""","=""6""","=""3d5.(4G).6s""","=""3G""","=""5""",13,11,,"=""u44""","=""L1171""",
"=""4097.815""","=""1.3e-03""","=""""",D+,"=""0.091608""","=""3.117226""","=""3d6""","=""5D""","=""2""","=""3d6""","=""3G""","=""3""",5,7,M1+E2,"=""u45""","=""""",
"=""4098.717""","=""8.99e+07""","=""1.85e-01""",B,"=""24.754808""","=""27.779759""","=""3d5.(4G).5p""","=""3H*""","=""5""","=""3d5.(4G).6s""","=""3G""","=""4""",11,9,,"=""u44""","=""L1171""",
"=""4098.744""","=""9.94e+07""","=""2.05e-01""",B,"=""24.590630""","=""27.615562""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5F""","=""4""",11,9,,"=""u44""","=""L1171""",
"=""4099.073""","=""2.9e+06""","=""7.e-03""",D,"=""24.590873""","=""27.615562""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5F""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""4101.632""","=""6.21e+07""","=""1.57e-01""",B,"=""24.590272""","=""27.613074""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5G""","=""6""",13,13,,"=""u44""","=""L1171""",
"=""4104.196""","=""2.6e+07""","=""5.6e-02""",C+,"=""24.590272""","=""27.611186""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5F""","=""5""",13,11,,"=""u44""","=""L1171""",
"=""4104.683""","=""2.1e+07""","=""5.3e-02""",C,"=""24.590630""","=""27.611186""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5F""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""4106.640""","=""9.38e+07""","=""1.84e-01""",B,"=""24.759760""","=""27.778875""","=""3d5.(4G).5p""","=""3H*""","=""4""","=""3d5.(4G).6s""","=""3G""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""4110.287""","=""5.27e+07""","=""1.34e-01""",B,"=""25.428243""","=""28.444679""","=""3d5.(4D).5p""","=""5F*""","=""4""","=""3d5.(4D).6s""","=""5D""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""4119.551""","=""1.02e+08""","=""2.60e-01""",B,"=""24.590630""","=""27.600284""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5H""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""4119.884""","=""9.89e+07""","=""3.07e-01""",B,"=""24.590873""","=""27.600284""","=""3d5.(4G).5p""","=""5G*""","=""4""","=""3d5.(4G).5d""","=""5H""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""4120.026""","=""1.75e+08""","=""6.25e-01""",B,"=""24.590246""","=""27.599552""","=""3d5.(4G).5p""","=""5G*""","=""2""","=""3d5.(4G).5d""","=""5H""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""4120.52""","=""9.04e+07""","=""2.96e-01""",B,"=""24.590675""","=""27.599620""","=""3d5.(4G).5p""","=""5G*""","=""3""","=""3d5.(4G).5d""","=""5H""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""4120.524""","=""8.46e+07""","=""2.15e-01""",B,"=""24.590272""","=""27.599215""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5H""","=""6""",13,13,,"=""u44""","=""L1171""",
"=""4121.014""","=""1.22e+08""","=""3.68e-01""",B,"=""24.590630""","=""27.599215""","=""3d5.(4G).5p""","=""5G*""","=""5""","=""3d5.(4G).5d""","=""5H""","=""6""",11,13,,"=""u44""","=""L1171""",
"=""4122.063""","=""9.63e+07""","=""3.44e-01""",B,"=""20.59933""","=""23.60715""","=""3d5.(6S).5p""","=""7P*""","=""2""","=""3d5.(6S).5d""","=""7D""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""4122.501""","=""1.61e+08""","=""4.73e-01""",B,"=""24.590272""","=""27.597772""","=""3d5.(4G).5p""","=""5G*""","=""6""","=""3d5.(4G).5d""","=""5H""","=""7""",13,15,,"=""u44""","=""L1171""",
"=""4123.186""","=""2.24e+08""","=""5.72e-01""",B,"=""20.59933""","=""23.60633""","=""3d5.(6S).5p""","=""7P*""","=""2""","=""3d5.(6S).5d""","=""7D""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""4123.951""","=""3.36e+08""","=""5.14e-01""",B,"=""20.59933""","=""23.60577""","=""3d5.(6S).5p""","=""7P*""","=""2""","=""3d5.(6S).5d""","=""7D""","=""1""",5,3,,"=""u44""","=""L1171""",
"=""4124.169""","=""7.6e+07""","=""1.39e-01""",C+,"=""25.069688""","=""28.075971""","=""3d5.(4P).5p""","=""5P*""","=""3""","=""3d5.(4P).6s""","=""5P""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""4127.717""","=""1.15e+08""","=""2.41e-01""",B,"=""25.440980""","=""28.444679""","=""3d5.(4D).5p""","=""5F*""","=""5""","=""3d5.(4D).6s""","=""5D""","=""4""",11,9,,"=""u44""","=""L1171""",
"=""4128.156""","=""1.3e+07""","=""2.0e-02""",D+,"=""25.079872""","=""28.083252""","=""3d5.(4P).5p""","=""5P*""","=""2""","=""3d5.(4P).6s""","=""5P""","=""1""",5,3,,"=""u44""","=""L1171""",
"=""4135.413""","=""1.3e+07""","=""3.2e-02""",D+,"=""25.069688""","=""28.067797""","=""3d5.(4P).5p""","=""5P*""","=""3""","=""3d5.(4P).6s""","=""5P""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""4138.295""","=""2.24e+08""","=""7.39e-01""",B,"=""24.630572""","=""27.626593""","=""3d5.(4G).5p""","=""5H*""","=""3""","=""3d5.(4G).5d""","=""5I""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""4138.929""","=""2.07e+08""","=""6.84e-01""",B,"=""20.61274""","=""23.60830""","=""3d5.(6S).5p""","=""7P*""","=""3""","=""3d5.(6S).5d""","=""7D""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""4140.516""","=""2.07e+08""","=""5.31e-01""",B,"=""20.61274""","=""23.60715""","=""3d5.(6S).5p""","=""7P*""","=""3""","=""3d5.(6S).5d""","=""7D""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""4141.649""","=""1.10e+08""","=""2.02e-01""",B,"=""20.61274""","=""23.60633""","=""3d5.(6S).5p""","=""7P*""","=""3""","=""3d5.(6S).5d""","=""7D""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""4143.812""","=""2.8e+07""","=""8.6e-02""",C+,"=""24.690205""","=""27.682237""","=""3d5.(4G).5p""","=""5F*""","=""5""","=""3d5.(4G).6s""","=""5G""","=""6""",11,13,,"=""u44""","=""L1171""",
"=""4146.814""","=""2.35e+08""","=""7.41e-01""",B,"=""24.637856""","=""27.627723""","=""3d5.(4G).5p""","=""5H*""","=""4""","=""3d5.(4G).5d""","=""5I""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""4148.381""","=""1.4e+07""","=""3.5e-02""",D+,"=""24.637856""","=""27.626593""","=""3d5.(4G).5p""","=""5H*""","=""4""","=""3d5.(4G).5d""","=""5I""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""4149.469""","=""3.1e+07""","=""5.7e-02""",C,"=""24.630572""","=""27.618525""","=""3d5.(4G).5p""","=""5H*""","=""3""","=""3d5.(4G).5d""","=""5G""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""4149.508""","=""4.0e+07""","=""1.44e-01""",C+,"=""25.079872""","=""28.067797""","=""3d5.(4P).5p""","=""5P*""","=""2""","=""3d5.(4P).6s""","=""5P""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""4149.939""","=""2.4e+07""","=""7.5e-02""",C+,"=""24.699247""","=""27.686862""","=""3d5.(4G).5p""","=""5F*""","=""4""","=""3d5.(4G).6s""","=""5G""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""4153.372""","=""8.e+06""","=""1.4e-02""",D+,"=""25.563127""","=""28.548272""","=""3d5.(4D).5p""","=""3D*""","=""3""","=""3d5.(4D).6s""","=""3D""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""4156.138""","=""2.49e+08""","=""7.61e-01""",B,"=""24.644846""","=""27.628005""","=""3d5.(4G).5p""","=""5H*""","=""5""","=""3d5.(4G).5d""","=""5I""","=""6""",11,13,,"=""u44""","=""L1171""",
"=""4156.532""","=""1.5e+07""","=""3.9e-02""",C,"=""24.644846""","=""27.627723""","=""3d5.(4G).5p""","=""5H*""","=""5""","=""3d5.(4G).5d""","=""5I""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""4158.289""","=""6.82e+07""","=""1.77e-01""",B,"=""24.637856""","=""27.619471""","=""3d5.(4G).5p""","=""5H*""","=""4""","=""3d5.(4G).5d""","=""5G""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""4161.013""","=""2.9e+07""","=""5.9e-02""",C,"=""24.637856""","=""27.617520""","=""3d5.(4G).5p""","=""5H*""","=""4""","=""3d5.(4G).5d""","=""5F""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""4162.523""","=""2.0e+07""","=""5.1e-02""",D+,"=""25.569689""","=""28.548272""","=""3d5.(4D).5p""","=""3D*""","=""2""","=""3d5.(4D).6s""","=""3D""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""4164.075""","=""3.0e+07""","=""4.7e-02""",D+,"=""25.569689""","=""28.547162""","=""3d5.(4D).5p""","=""3D*""","=""2""","=""3d5.(4D).6s""","=""3D""","=""1""",5,3,,"=""u44""","=""L1171""",
"=""4164.357""","=""1.8e+07""","=""4.6e-02""",C,"=""24.650734""","=""27.628005""","=""3d5.(4G).5p""","=""5H*""","=""6""","=""3d5.(4G).5d""","=""5I""","=""6""",13,13,,"=""u44""","=""L1171""",
"=""4164.491""","=""4.5e+07""","=""1.18e-01""",C+,"=""25.563127""","=""28.540302""","=""3d5.(4D).5p""","=""3D*""","=""3""","=""3d5.(4D).6s""","=""3D""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""4165.903""","=""3.28e+08""","=""1.04e+00""",B,"=""20.63364""","=""23.60981""","=""3d5.(6S).5p""","=""7P*""","=""4""","=""3d5.(6S).5d""","=""7D""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""4166.122""","=""2.88e+08""","=""8.65e-01""",B,"=""24.650734""","=""27.626744""","=""3d5.(4G).5p""","=""5H*""","=""6""","=""3d5.(4G).5d""","=""5I""","=""7""",13,15,,"=""u44""","=""L1171""",
"=""4168.016""","=""1.23e+08""","=""3.20e-01""",B,"=""20.63364""","=""23.60830""","=""3d5.(6S).5p""","=""7P*""","=""4""","=""3d5.(6S).5d""","=""7D""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""4168.061""","=""2.7e+07""","=""5.9e-02""",C+,"=""24.644846""","=""27.619471""","=""3d5.(4G).5p""","=""5H*""","=""5""","=""3d5.(4G).5d""","=""5G""","=""4""",11,9,,"=""u44""","=""L1171""",
"=""4169.625""","=""2.9e+07""","=""5.9e-02""",C,"=""20.63364""","=""23.60715""","=""3d5.(6S).5p""","=""7P*""","=""4""","=""3d5.(6S).5d""","=""7D""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""4170.817""","=""3.4e+06""","=""9.e-03""",D+,"=""24.654084""","=""27.626744""","=""3d5.(4G).5p""","=""5H*""","=""7""","=""3d5.(4G).5d""","=""5I""","=""7""",15,15,,"=""u44""","=""L1171""",
